gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_24h	fpkm_con	fpkm_diff
ENSG00000178773	CPNE7	11	2	9	27.77	56.18	28.41
ENSG00000103319	EEF2K	11	2	9	4.49	12.06	7.57
ENSG00000197774	EME2	11	2	9	5.44	11.35	5.91
ENSG00000183018	SPNS2	11	2	9	0.88	2.14	1.26
ENSG00000182087	TMEM259	11	2	9	113.21	121.38	8.17
ENSG00000180448	AC004151.1	11	2	9	15.09	21.91	6.82
ENSG00000258984	UBE2F-SCLY	11	2	9	0.05	0.94	0.89
ENSG00000226833	AC092164.1	11	2	9	0.54	0.79	0.25
ENSG00000101096	NFATC2	11	2	9	0.13	0.25	0.12
ENSG00000101294	HM13	11	2	9	122.59	164.36	41.77
ENSG00000241484	ARHGAP8	11	2	9	24	24.17	0.170000000000002
ENSG00000170638	TRABD	11	2	9	43.52	48.93	5.41
ENSG00000175054	ATR	11	2	9	6.08	10.44	4.36
ENSG00000013810	TACC3	11	2	9	52.86	70.39	17.53
ENSG00000112297	CRYBG1	11	2	9	4.37	8.36	3.99
ENSG00000075223	SEMA3C	11	2	9	22.07	27.44	5.37
ENSG00000155034	FBXL18	11	2	9	4.27	5.1	0.83
ENSG00000188986	NELFB	11	2	9	21.92	23.26	1.34
ENSG00000043514	TRIT1	10	1	9	18.94	21.75	2.81
ENSG00000162433	AK4	10	1	9	57.13	70.58	13.45
ENSG00000151651	ADAM8	10	1	9	0.28	1.49	1.21
ENSG00000107485	GATA3	10	1	9	0.68	0.93	0.25
ENSG00000255508	AP002990.1	10	1	9	2.11	3.32	1.21
ENSG00000168071	CCDC88B	10	1	9	4.32	6.76	2.44
ENSG00000172613	RAD9A	10	1	9	13.27	16.6	3.33
ENSG00000179104	TMTC2	10	1	9	4.27	5.59	1.32
ENSG00000073060	SCARB1	10	1	9	65.46	67.38	1.92
ENSG00000174437	ATP2A2	10	1	9	80.29	88.68	8.39
ENSG00000090615	GOLGA3	10	1	9	18.22	22.64	4.42
ENSG00000127152	BCL11B	10	1	9	0.28	0.34	0.06
ENSG00000140263	SORD	10	1	9	215.26	297.67	82.41
ENSG00000130816	DNMT1	10	1	9	63.38	98.77	35.39
ENSG00000267383	AC011447.3	10	1	9	0.48	1.04	0.56
ENSG00000167674	HDGFL2	10	1	9	31.29	35.18	3.89
ENSG00000129946	SHC2	10	1	9	0.87	1.06	0.19
ENSG00000276043	UHRF1	10	1	9	3.7	13.72	10.02
ENSG00000115760	BIRC6	10	1	9	16.74	17.7	0.960000000000001
ENSG00000160305	DIP2A	10	1	9	8.14	8.98	0.84
ENSG00000099968	BCL2L13	10	1	9	36.85	38.53	1.68
ENSG00000052795	FNIP2	10	1	9	1.61	2.91	1.3
ENSG00000138640	FAM13A	10	1	9	5.29	11.02	5.73
ENSG00000150712	MTMR12	10	1	9	18.05	19.61	1.56
ENSG00000164362	TERT	10	1	9	2.27	4.19	1.92
ENSG00000112562	SMOC2	10	1	9	0.24	0.29	0.05
ENSG00000124588	NQO2	10	1	9	31.16	37.27	6.11
ENSG00000177679	SRRM3	10	1	9	3.24	4.17	0.93
ENSG00000215045	GRID2IP	10	1	9	0.94	0.95	0.01
ENSG00000160949	TONSL	10	1	9	9.32	19.78	10.46
ENSG00000147526	TACC1	10	1	9	12.3	17.83	5.53
ENSG00000196814	MVB12B	10	1	9	3.51	3.73	0.22
ENSG00000143158	MPC2	9	0	9	338.01	512.77	174.76
ENSG00000198492	YTHDF2	9	0	9	36.39	42.27	5.88
ENSG00000076685	NT5C2	9	0	9	19.72	26.76	7.04
ENSG00000052749	RRP12	9	0	9	14.56	16.47	1.91
ENSG00000110719	TCIRG1	9	0	9	12.05	13.6	1.55
ENSG00000110367	DDX6	9	0	9	24.93	25.34	0.41
ENSG00000110958	PTGES3	9	0	9	172.52	200.68	28.16
ENSG00000198598	MMP17	9	0	9	0.29	0.61	0.32
ENSG00000139835	GRTP1	9	0	9	17.48	23.46	5.98
ENSG00000137804	NUSAP1	9	0	9	83.64	123.69	40.05
ENSG00000077235	GTF3C1	9	0	9	47.27	54.73	7.45999999999999
ENSG00000206053	JPT2	9	0	9	84.3	132.17	47.87
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	9	0	9	1.09	2.18	1.09
ENSG00000105464	GRIN2D	9	0	9	0.18	0.3	0.12
ENSG00000167766	ZNF83	9	0	9	14.14	16.1	1.96
ENSG00000003402	CFLAR	9	0	9	5.29	8.1	2.81
ENSG00000186487	MYT1L	9	0	9	0.03	0.09	0.06
ENSG00000138018	SELENOI	9	0	9	4.39	7.08	2.69
ENSG00000184402	SS18L1	9	0	9	15.81	18.06	2.25
ENSG00000185721	DRG1	9	0	9	33.62	39.38	5.76000000000001
ENSG00000100387	RBX1	9	0	9	22.74	22.82	0.0800000000000018
ENSG00000174891	RSRC1	9	0	9	34.81	35.56	0.75
ENSG00000164142	FAM160A1	9	0	9	4.59	5.09	0.5
ENSG00000069020	MAST4	9	0	9	3.4	5.41	2.01
ENSG00000265818	EEF1E1-BLOC1S5	9	0	9	0.6	1.61	1.01
ENSG00000154710	RABGEF1	9	0	9	10.43	11.18	0.75
ENSG00000198874	TYW1	9	0	9	7.83	8.75	0.92
ENSG00000272693	AC073107.1	9	0	9	0.1	0.45	0.35
ENSG00000181135	ZNF707	9	0	9	4.56	5.34	0.78
ENSG00000221818	EBF2	9	0	9	0.18	0.27	0.09
ENSG00000253729	PRKDC	9	0	9	64.19	79.56	15.37
ENSG00000106689	LHX2	9	0	9	2.79	6.22	3.43
ENSG00000197969	VPS13A	9	0	9	18.09	29.62	11.53
ENSG00000160323	ADAMTS13	9	0	9	2.31	2.98	0.67
ENSG00000125676	THOC2	9	0	9	48.77	62.3	13.53
ENSG00000072134	EPN2	15	7	8	26.87	38.41	11.54
ENSG00000124831	LRRFIP1	14	6	8	42.25	48.54	6.29
ENSG00000132669	RIN2	14	6	8	1.61	4.11	2.5
ENSG00000139437	TCHP	13	5	8	3.72	9.81	6.09
ENSG00000169783	LINGO1	13	5	8	1.1	1.43	0.33
ENSG00000166398	KIAA0355	13	5	8	8.97	10.1	1.13
ENSG00000162849	KIF26B	12	4	8	0.03	0.12	0.09
ENSG00000258986	TMEM179	12	4	8	2.36	2.94	0.58
ENSG00000007516	BAIAP3	12	4	8	3.1	4.52	1.42
ENSG00000134490	TMEM241	12	4	8	8.46	15.09	6.63
ENSG00000136720	HS6ST1	12	4	8	13.09	18.69	5.6
ENSG00000186654	PRR5	12	4	8	24.01	29.46	5.45
ENSG00000171604	CXXC5	12	4	8	7.35	7.56	0.21
ENSG00000254996	ANKHD1-EIF4EBP3	12	4	8	25.35	26.31	0.959999999999997
ENSG00000224596	ZMIZ1-AS1	11	3	8	1.29	1.65	0.36
ENSG00000025423	HSD17B6	11	3	8	2.41	2.6	0.19
ENSG00000258162	AC069228.1	11	3	8	0.12	0.7	0.58
ENSG00000185332	AC027601.1	11	3	8	0.17	1.02	0.85
ENSG00000270647	TAF15	11	3	8	91	129.74	38.74
ENSG00000280987	MATR3	11	3	8	4.09	5.59	1.5
ENSG00000151914	DST	11	3	8	9.27	13.17	3.9
ENSG00000158106	RHPN1	11	3	8	13.77	14.73	0.960000000000001
ENSG00000198626	RYR2	10	2	8	0.48	1.18	0.7
ENSG00000186635	ARAP1	10	2	8	19.15	19.72	0.57
ENSG00000134824	FADS2	10	2	8	527.19	819.12	291.93
ENSG00000139832	RAB20	10	2	8	5.49	9.85	4.36
ENSG00000157823	AP3S2	10	2	8	14.35	15.2	0.85
ENSG00000185787	MORF4L1	10	2	8	186.16	199.91	13.75
ENSG00000259354	AC025580.2	10	2	8	0.22	0.54	0.32
ENSG00000196535	MYO18A	10	2	8	13.47	18.12	4.65
ENSG00000141404	GNAL	10	2	8	3.08	3.58	0.5
ENSG00000065989	PDE4A	10	2	8	0.84	1.11	0.27
ENSG00000006016	CRLF1	10	2	8	1.33	1.99	0.66
ENSG00000161091	MFSD12	10	2	8	41.23	50.75	9.52
ENSG00000167614	TTYH1	10	2	8	1.3	1.66	0.36
ENSG00000177380	PPFIA3	10	2	8	17.23	18.22	0.989999999999998
ENSG00000130701	RBBP8NL	10	2	8	4	5.73	1.73
ENSG00000100364	KIAA0930	10	2	8	44.49	60.18	15.69
ENSG00000163558	PRKCI	10	2	8	17.32	19.35	2.03
ENSG00000132155	RAF1	10	2	8	37.64	38.23	0.589999999999996
ENSG00000132405	TBC1D14	10	2	8	16.03	18.47	2.44
ENSG00000145779	TNFAIP8	10	2	8	11.66	14.82	3.16
ENSG00000146426	TIAM2	10	2	8	1.95	2.35	0.4
ENSG00000143164	DCAF6	9	1	8	124.95	203.98	79.03
ENSG00000143549	TPM3	9	1	8	174.2	198.77	24.57
ENSG00000130762	ARHGEF16	9	1	8	17.72	23.02	5.3
ENSG00000224699	LAMTOR5-AS1	9	1	8	1.03	1.68	0.65
ENSG00000162407	PLPP3	9	1	8	2.93	3.26	0.33
ENSG00000165476	REEP3	9	1	8	80.12	93.6	13.48
ENSG00000149782	PLCB3	9	1	8	3.46	6.19	2.73
ENSG00000011105	TSPAN9	9	1	8	6.88	7.19	0.31
ENSG00000139687	RB1	9	1	8	12.41	19.22	6.81
ENSG00000133121	STARD13	9	1	8	3.47	4.11	0.64
ENSG00000100596	SPTLC2	9	1	8	4.92	5.25	0.33
ENSG00000021645	NRXN3	9	1	8	0.69	1.44	0.75
ENSG00000100890	PRORP	9	1	8	16.33	21.24	4.91
ENSG00000128833	MYO5C	9	1	8	8.51	12.3	3.79
ENSG00000064726	BTBD1	9	1	8	37.74	38.95	1.21
ENSG00000188779	SKOR1	9	1	8	0.03	0.08	0.05
ENSG00000065320	NTN1	9	1	8	0.13	0.14	0.01
ENSG00000161509	GRIN2C	9	1	8	11.59	14.56	2.97
ENSG00000169660	HEXD	9	1	8	6	8.64	2.64
ENSG00000188825	LINC00910	9	1	8	0.85	1.87	1.02
ENSG00000105186	ANKRD27	9	1	8	12.67	13.09	0.42
ENSG00000134815	DHX34	9	1	8	4.81	5.83	1.02
ENSG00000072163	LIMS2	9	1	8	0.21	0.33	0.12
ENSG00000172292	CERS6	9	1	8	15	17.85	2.85
ENSG00000143970	ASXL2	9	1	8	6.62	6.69	0.0700000000000003
ENSG00000198369	SPRED2	9	1	8	6.22	9.09	2.87
ENSG00000124225	PMEPA1	9	1	8	106.76	136.01	29.25
ENSG00000160190	SLC37A1	9	1	8	9.28	10.08	0.800000000000001
ENSG00000121440	PDZRN3	9	1	8	2.06	3.39	1.33
ENSG00000164091	WDR82	9	1	8	19.28	20.74	1.46
ENSG00000004399	PLXND1	9	1	8	1.04	2.19	1.15
ENSG00000237187	NR2F1-AS1	9	1	8	0.53	0.57	0.0399999999999999
ENSG00000146090	RASGEF1C	9	1	8	0.45	0.77	0.32
ENSG00000180822	PSMG4	9	1	8	17.9	21.57	3.67
ENSG00000228393	LINC01004	9	1	8	0.65	0.97	0.32
ENSG00000169902	TPST1	9	1	8	4.92	7.02	2.1
ENSG00000106771	TMEM245	9	1	8	17.53	18.79	1.26
ENSG00000255145	STX17-AS1	9	1	8	1.45	2.14	0.69
ENSG00000198520	ARMH1	8	0	8	0.13	0.4	0.27
ENSG00000284770	TBCE	8	0	8	27.45	28.86	1.41
ENSG00000116288	PARK7	8	0	8	197.29	208.77	11.48
ENSG00000265491	RNF115	8	0	8	2.84	4.4	1.56
ENSG00000137936	BCAR3	8	0	8	3.6	5.1	1.5
ENSG00000157916	RER1	8	0	8	67.21	82.24	15.03
ENSG00000160087	UBE2J2	8	0	8	48.92	57.88	8.96
ENSG00000142798	HSPG2	8	0	8	4.06	4.39	0.33
ENSG00000143570	SLC39A1	8	0	8	29.18	33.62	4.44
ENSG00000163468	CCT3	8	0	8	215.78	221.77	5.99000000000001
ENSG00000060688	SNRNP40	8	0	8	34.76	36.53	1.77
ENSG00000150760	DOCK1	8	0	8	8.1	8.41	0.31
ENSG00000162194	LBHD1	8	0	8	4.59	7.33	2.74
ENSG00000168014	C2CD3	8	0	8	14.6	16.86	2.26
ENSG00000166323	C11orf65	8	0	8	0.64	0.85	0.21
ENSG00000019144	PHLDB1	8	0	8	6.33	7.75	1.42
ENSG00000110046	ATG2A	8	0	8	10.01	10.05	0.0400000000000009
ENSG00000006534	ALDH3B1	8	0	8	0.13	1.97	1.84
ENSG00000088986	DYNLL1	8	0	8	123.66	142	18.34
ENSG00000110931	CAMKK2	8	0	8	15.22	29.28	14.06
ENSG00000234377	OBI1-AS1	8	0	8	0.55	1.81	1.26
ENSG00000151849	CENPJ	8	0	8	7.47	13.72	6.25
ENSG00000100554	ATP6V1D	8	0	8	23.21	32.26	9.05
ENSG00000170779	CDCA4	8	0	8	12.5	20.66	8.16
ENSG00000285664	AL139317.5	8	0	8	0.04	0.15	0.11
ENSG00000103671	TRIP4	8	0	8	7.2	8.33	1.13
ENSG00000284946	AC068831.8	8	0	8	4.86	5.4	0.54
ENSG00000034053	APBA2	8	0	8	12.9	14.52	1.62
ENSG00000066933	MYO9A	8	0	8	4.36	5.44	1.08
ENSG00000166813	KIF7	8	0	8	0.4	1.06	0.66
ENSG00000140563	MCTP2	8	0	8	32.12	37.65	5.53
ENSG00000177548	RABEP2	8	0	8	14.48	17.54	3.06
ENSG00000103089	FA2H	8	0	8	3.67	5.42	1.75
ENSG00000133393	FOPNL	8	0	8	18.56	23.75	5.19
ENSG00000167302	TEPSIN	8	0	8	8.5	9.04	0.539999999999999
ENSG00000189159	JPT1	8	0	8	352.37	404.62	52.25
ENSG00000029725	RABEP1	8	0	8	24.52	24.87	0.350000000000001
ENSG00000012048	BRCA1	8	0	8	6.09	26.96	20.87
ENSG00000091164	TXNL1	8	0	8	49.98	51.28	1.3
ENSG00000017797	RALBP1	8	0	8	25.27	26.65	1.38
ENSG00000178297	TMPRSS9	8	0	8	0.06	0.19	0.13
ENSG00000104969	SGTA	8	0	8	68.03	72.63	4.59999999999999
ENSG00000160161	CILP2	8	0	8	0.02	0.04	0.02
ENSG00000062822	POLD1	8	0	8	28.17	44.89	16.72
ENSG00000196605	ZNF846	8	0	8	0.31	0.88	0.57
ENSG00000269386	RAB11B-AS1	8	0	8	1.16	1.84	0.68
ENSG00000267169	AC022098.1	8	0	8	0.52	2.7	2.18
ENSG00000213024	NUP62	8	0	8	46.27	59.55	13.28
ENSG00000168385	SEPTIN2	8	0	8	75.04	91.99	16.95
ENSG00000236283	AC019197.1	8	0	8	0.57	0.62	0.05
ENSG00000154252	GAL3ST2	8	0	8	0.32	0.34	0.02
ENSG00000171456	ASXL1	8	0	8	12.59	15.52	2.93
ENSG00000101152	DNAJC5	8	0	8	17.03	21.54	4.51
ENSG00000078814	MYH7B	8	0	8	0.31	0.63	0.32
ENSG00000182093	GET1	8	0	8	9.89	15.95	6.06
ENSG00000100030	MAPK1	8	0	8	44.36	61.27	16.91
ENSG00000186001	LRCH3	8	0	8	11.53	29.46	17.93
ENSG00000197415	VEPH1	8	0	8	4.41	5.55	1.14
ENSG00000093183	SEC22C	8	0	8	15.93	19.42	3.49
ENSG00000247708	STX18-AS1	8	0	8	3.13	5.34	2.21
ENSG00000121210	TMEM131L	8	0	8	4.62	7.2	2.58
ENSG00000086200	IPO11	8	0	8	12.14	20.12	7.98
ENSG00000253846	PCDHGA10	8	0	8	0.28	0.3	0.02
ENSG00000039123	MTREX	8	0	8	12.89	14.84	1.95
ENSG00000136261	BZW2	8	0	8	34.75	44.2	9.45
ENSG00000184428	TOP1MT	8	0	8	14.01	14.16	0.15
ENSG00000240498	CDKN2B-AS1	8	0	8	0.06	1.82	1.76
ENSG00000178966	RMI1	8	0	8	10.14	15.28	5.14
ENSG00000172534	HCFC1	8	0	8	35.16	45.08	9.92
ENSG00000132394	EEFSEC	30	23	7	27.93	37.22	9.29
ENSG00000175029	CTBP2	27	20	7	48.3	51.55	3.25
ENSG00000156113	KCNMA1	24	17	7	8.38	10.74	2.36
ENSG00000103043	VAC14	15	8	7	36.24	36.28	0.0399999999999991
ENSG00000127838	PNKD	15	8	7	66.88	73.35	6.47
ENSG00000136830	NIBAN2	15	8	7	75.71	83.96	8.25
ENSG00000149150	SLC43A1	14	7	7	79.42	118.09	38.67
ENSG00000110090	CPT1A	13	6	7	32.49	36.91	4.41999999999999
ENSG00000169180	XPO6	13	6	7	91.58	116.94	25.36
ENSG00000147408	CSGALNACT1	13	6	7	1.38	5.14	3.76
ENSG00000166840	GLYATL1	12	5	7	13.1	23.11	10.01
ENSG00000214900	LINC01588	12	5	7	0.16	1.06	0.9
ENSG00000224888	AC138028.2	11	4	7	0.3	0.32	0.02
ENSG00000227036	LINC00511	11	4	7	1.1	1.67	0.57
ENSG00000039650	PNKP	11	4	7	45.13	47.16	2.02999999999999
ENSG00000165684	SNAPC4	11	4	7	5.19	8.12	2.93
ENSG00000143126	CELSR2	10	3	7	9.8	11.42	1.62
ENSG00000156650	KAT6B	10	3	7	7.44	7.8	0.359999999999999
ENSG00000176769	TCERG1L	10	3	7	1.21	1.42	0.21
ENSG00000110092	CCND1	10	3	7	152.15	166.71	14.56
ENSG00000187097	ENTPD5	10	3	7	10.17	11.52	1.35
ENSG00000070778	PTPN21	10	3	7	1.07	1.46	0.39
ENSG00000159714	ZDHHC1	10	3	7	0.38	0.6	0.22
ENSG00000099617	EFNA2	10	3	7	2.82	3.77	0.95
ENSG00000011304	PTBP1	10	3	7	186.17	241.74	55.57
ENSG00000115762	PLEKHB2	10	3	7	21.37	23.76	2.39
ENSG00000100207	TCF20	10	3	7	15.06	15.45	0.389999999999999
ENSG00000131374	TBC1D5	10	3	7	10.52	14.22	3.7
ENSG00000112877	CEP72	10	3	7	3.35	5.92	2.57
ENSG00000143816	WNT9A	9	2	7	0.6	0.73	0.13
ENSG00000116489	CAPZA1	9	2	7	68.52	84.36	15.84
ENSG00000136643	RPS6KC1	9	2	7	8.05	10.13	2.08
ENSG00000157911	PEX10	9	2	7	30.3	47.7	17.4
ENSG00000107929	LARP4B	9	2	7	26.5	30.8	4.3
ENSG00000136167	LCP1	9	2	7	42.27	49.04	6.77
ENSG00000139865	TTC6	9	2	7	17.83	28.13	10.3
ENSG00000104059	FAM189A1	9	2	7	1.24	1.32	0.0800000000000001
ENSG00000108669	CYTH1	9	2	7	14.11	15.78	1.67
ENSG00000129646	QRICH2	9	2	7	28.46	29.55	1.09
ENSG00000233098	CCDC144NL-AS1	9	2	7	0.48	0.52	0.04
ENSG00000099783	HNRNPM	9	2	7	59.84	97.14	37.3
ENSG00000132330	SCLY	9	2	7	13.65	25.06	11.41
ENSG00000101004	NINL	9	2	7	1.54	2.55	1.01
ENSG00000160282	FTCD	9	2	7	0.5	2.19	1.69
ENSG00000100106	TRIOBP	9	2	7	9.96	14.45	4.49
ENSG00000131844	MCCC2	9	2	7	20.48	42.04	21.56
ENSG00000113384	GOLPH3	9	2	7	33.19	35.69	2.5
ENSG00000283782	AC116366.3	9	2	7	0.99	1.8	0.81
ENSG00000164715	LMTK2	9	2	7	6.89	8.06	1.17
ENSG00000119487	MAPKAP1	9	2	7	63.74	70.63	6.88999999999999
ENSG00000155621	C9orf85	9	2	7	4.91	7.15	2.24
ENSG00000107290	SETX	9	2	7	7.25	9.98	2.73
ENSG00000198771	RCSD1	8	1	7	0.05	0.15	0.1
ENSG00000188807	TMEM201	8	1	7	18.24	22.95	4.71
ENSG00000189339	SLC35E2B	8	1	7	11.14	16.88	5.74
ENSG00000165424	ZCCHC24	8	1	7	9.87	10.39	0.520000000000001
ENSG00000151532	VTI1A	8	1	7	5.97	6.04	0.0700000000000003
ENSG00000177595	PIDD1	8	1	7	13.91	20.21	6.3
ENSG00000167553	TUBA1C	8	1	7	371.26	448.74	77.48
ENSG00000196091	MYBPC1	8	1	7	0.54	2.67	2.13
ENSG00000089053	ANAPC5	8	1	7	95.76	108.7	12.94
ENSG00000188735	TMEM120B	8	1	7	9.73	12.42	2.69
ENSG00000153233	PTPRR	8	1	7	0.32	1.44	1.12
ENSG00000111110	PPM1H	8	1	7	3.71	4.17	0.46
ENSG00000102547	CAB39L	8	1	7	20.62	32.71	12.09
ENSG00000134871	COL4A2	8	1	7	6.65	10.98	4.33
ENSG00000103657	HERC1	8	1	7	8.65	9.23	0.58
ENSG00000206190	ATP10A	8	1	7	1.41	4.46	3.05
ENSG00000285043	AC093512.2	8	1	7	2.86	6.41	3.55
ENSG00000174238	PITPNA	8	1	7	69.29	89.04	19.75
ENSG00000141068	KSR1	8	1	7	1.24	1.46	0.22
ENSG00000154240	CEP112	8	1	7	1.46	2.89	1.43
ENSG00000078043	PIAS2	8	1	7	11.83	21.02	9.19
ENSG00000161031	PGLYRP2	8	1	7	0.43	3.52	3.09
ENSG00000130520	LSM4	8	1	7	128.47	154.74	26.27
ENSG00000105676	ARMC6	8	1	7	18.41	23.46	5.05
ENSG00000088002	SULT2B1	8	1	7	4.87	5.23	0.36
ENSG00000168395	ING5	8	1	7	8.47	10.09	1.62
ENSG00000158019	BABAM2	8	1	7	26.1	27.02	0.919999999999998
ENSG00000115977	AAK1	8	1	7	12.96	13.46	0.5
ENSG00000149639	SOGA1	8	1	7	10.3	14.77	4.47
ENSG00000101216	GMEB2	8	1	7	8.5	9.1	0.6
ENSG00000149679	CABLES2	8	1	7	3.73	7.75	4.02
ENSG00000183570	PCBP3	8	1	7	1.41	1.66	0.25
ENSG00000159216	RUNX1	8	1	7	1.2	3.95	2.75
ENSG00000100065	CARD10	8	1	7	2.79	6.27	3.48
ENSG00000163975	MELTF	8	1	7	1.54	2.11	0.57
ENSG00000175110	MRPS22	8	1	7	52.27	54.25	1.98
ENSG00000114473	IQCG	8	1	7	5.44	12.39	6.95
ENSG00000163848	ZNF148	8	1	7	11.18	13.93	2.75
ENSG00000012171	SEMA3B	8	1	7	2.41	3.4	0.99
ENSG00000109452	INPP4B	8	1	7	2.82	3.33	0.51
ENSG00000163683	SMIM14	8	1	7	16.56	16.78	0.220000000000002
ENSG00000080493	SLC4A4	8	1	7	3.26	6.66	3.4
ENSG00000113319	RASGRF2	8	1	7	0.1	0.19	0.09
ENSG00000152377	SPOCK1	8	1	7	0.4	1.62	1.22
ENSG00000137203	TFAP2A	8	1	7	5.14	5.73	0.590000000000001
ENSG00000185345	PRKN	8	1	7	0.33	1.05	0.72
ENSG00000112078	KCTD20	8	1	7	15.61	16.51	0.900000000000002
ENSG00000049618	ARID1B	8	1	7	11.2	13.81	2.61
ENSG00000112139	MDGA1	8	1	7	0.3	1.83	1.53
ENSG00000196313	POM121	8	1	7	41.87	57.09	15.22
ENSG00000081803	CADPS2	8	1	7	3.14	5.65	2.51
ENSG00000275342	PRAG1	8	1	7	3.63	5.99	2.36
ENSG00000095380	NANS	8	1	7	57.55	81.31	23.76
ENSG00000117616	RSRP1	7	0	7	6.68	7.7	1.02
ENSG00000197785	ATAD3A	7	0	7	37.06	43.28	6.22
ENSG00000143324	XPR1	7	0	7	16.89	17.28	0.390000000000001
ENSG00000142856	ITGB3BP	7	0	7	17.79	25.92	8.13
ENSG00000117859	OSBPL9	7	0	7	11.72	12.75	1.03
ENSG00000142733	MAP3K6	7	0	7	11.74	17.27	5.53
ENSG00000117620	SLC35A3	7	0	7	9.71	10.33	0.619999999999999
ENSG00000130939	UBE4B	7	0	7	14.57	27.07	12.5
ENSG00000084628	NKAIN1	7	0	7	0.11	0.34	0.23
ENSG00000074964	ARHGEF10L	7	0	7	2.56	3.71	1.15
ENSG00000065809	FAM107B	7	0	7	13.35	13.4	0.0500000000000007
ENSG00000122884	P4HA1	7	0	7	14.65	25	10.35
ENSG00000226688	ENTPD1-AS1	7	0	7	2.66	8.06	5.4
ENSG00000060339	CCAR1	7	0	7	60.92	66.25	5.33
ENSG00000165632	TAF3	7	0	7	2.61	3.48	0.87
ENSG00000107816	LZTS2	7	0	7	11.82	14.97	3.15
ENSG00000057608	GDI2	7	0	7	117.39	141.88	24.49
ENSG00000237489	C10orf143	7	0	7	2.79	5.25	2.46
ENSG00000135387	CAPRIN1	7	0	7	116.14	118.2	2.06
ENSG00000149311	ATM	7	0	7	7.17	8.34	1.17
ENSG00000149187	CELF1	7	0	7	37.92	42.99	5.07
ENSG00000126391	FRMD8	7	0	7	6.9	10	3.1
ENSG00000011405	PIK3C2A	7	0	7	14.56	19.26	4.7
ENSG00000184937	WT1	7	0	7	2.32	3.77	1.45
ENSG00000255139	AP000442.1	7	0	7	0.17	0.83	0.66
ENSG00000285625	AC117378.1	7	0	7	3.1	6.21	3.11
ENSG00000144785	AC073896.1	7	0	7	3.13	3.68	0.55
ENSG00000067798	NAV3	7	0	7	0.28	0.67	0.39
ENSG00000180806	HOXC9	7	0	7	2.47	3.58	1.11
ENSG00000111058	ACSS3	7	0	7	0.12	0.18	0.06
ENSG00000010626	LRRC23	7	0	7	7.49	8.73	1.24
ENSG00000186009	ATP4B	7	0	7	0.25	0.74	0.49
ENSG00000172915	NBEA	7	0	7	0.54	0.79	0.25
ENSG00000261553	AL137782.1	7	0	7	0.09	0.1	0.01
ENSG00000134905	CARS2	7	0	7	18.78	23.07	4.29
ENSG00000078304	PPP2R5C	7	0	7	64.85	70.39	5.54000000000001
ENSG00000215256	DHRS4-AS1	7	0	7	13.03	15.65	2.62
ENSG00000185551	NR2F2	7	0	7	28.56	37.06	8.5
ENSG00000256061	DNAAF4	7	0	7	2.42	4.09	1.67
ENSG00000173546	CSPG4	7	0	7	0.01	0.11	0.1
ENSG00000092531	SNAP23	7	0	7	22.19	24.09	1.9
ENSG00000166451	CENPN	7	0	7	68.46	120.6	52.14
ENSG00000140983	RHOT2	7	0	7	72.05	89.54	17.49
ENSG00000129667	RHBDF2	7	0	7	9.89	12.62	2.73
ENSG00000108588	CCDC47	7	0	7	54.44	73.26	18.82
ENSG00000171634	BPTF	7	0	7	33.53	41.91	8.38
ENSG00000185722	ANKFY1	7	0	7	9.35	12.48	3.13
ENSG00000141503	MINK1	7	0	7	33.03	40.98	7.95
ENSG00000141642	ELAC1	7	0	7	1.75	2.53	0.78
ENSG00000215421	ZNF407	7	0	7	1.05	1.2	0.15
ENSG00000101752	MIB1	7	0	7	5.03	5.75	0.72
ENSG00000258674	AC011448.1	7	0	7	1.11	3.47	2.36
ENSG00000182472	CAPN12	7	0	7	0.24	0.37	0.13
ENSG00000160633	SAFB	7	0	7	35.01	37.89	2.88
ENSG00000105642	KCNN1	7	0	7	0.76	1.04	0.28
ENSG00000269469	AC010619.2	7	0	7	0.34	2.36	2.02
ENSG00000105650	PDE4C	7	0	7	0.2	0.33	0.13
ENSG00000197372	ZNF675	7	0	7	5.53	6.38	0.85
ENSG00000105063	PPP6R1	7	0	7	24.63	29.06	4.43
ENSG00000213020	ZNF611	7	0	7	2.42	2.83	0.41
ENSG00000064489	BORCS8-MEF2B	7	0	7	1.67	2.26	0.59
ENSG00000075702	WDR62	7	0	7	8.04	15.61	7.57
ENSG00000143882	ATP6V1C2	7	0	7	0.3	0.47	0.17
ENSG00000144426	NBEAL1	7	0	7	2.1	2.39	0.29
ENSG00000115998	C2orf42	7	0	7	2.35	3.36	1.01
ENSG00000163811	WDR43	7	0	7	18.41	23.28	4.87
ENSG00000144290	SLC4A10	7	0	7	0.4	0.62	0.22
ENSG00000101161	PRPF6	7	0	7	25.62	32.14	6.52
ENSG00000160193	WDR4	7	0	7	5.31	6	0.69
ENSG00000196588	MRTFA	7	0	7	10.94	11.54	0.6
ENSG00000235954	TTC28-AS1	7	0	7	5.71	6.51	0.8
ENSG00000128271	ADORA2A	7	0	7	3.11	7.44	4.33
ENSG00000073169	SELENOO	7	0	7	19.39	20.23	0.84
ENSG00000205593	DENND6B	7	0	7	2.39	2.59	0.2
