gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_sh4	fpkm_sh5	fpkm_sicon	fpkm_diff_sh4	fpkm_diff_sh5
ENSG00000105402	NAPA	8	1	7	113.13	135.02	143.98	30.85	8.95999999999998
ENSG00000198646	NCOA6	8	1	7	17.54	14.81	24.41	6.87	9.6
ENSG00000159216	RUNX1	8	1	7	1.68	2.48	4.3	2.62	1.82
ENSG00000099917	MED15	8	1	7	33.36	25.34	38.12	4.76	12.78
ENSG00000163975	MELTF	8	1	7	1.37	2.18	2.34	0.97	0.16
ENSG00000114473	IQCG	8	1	7	9.29	8.44	10.17	0.880000000000001	1.73
ENSG00000012171	SEMA3B	8	1	7	2.7	3.51	4.15	1.45	0.640000000000001
ENSG00000109452	INPP4B	8	1	7	4.71	2.72	5.96	1.25	3.24
ENSG00000113319	RASGRF2	8	1	7	0.14	0.14	0.15	0.00999999999999998	0.00999999999999998
ENSG00000106683	LIMK1	8	1	7	18.86	31.98	45.53	26.67	13.55
ENSG00000196313	POM121	8	1	7	18.22	29.92	47.73	29.51	17.81
ENSG00000275342	PRAG1	8	1	7	2.74	4.17	4.79	2.05	0.62
ENSG00000185920	PTCH1	8	1	7	11.32	11.69	13.29	1.97	1.6
ENSG00000187730	GABRD	7	0	7	0.17	0.59	0.68	0.51	0.0900000000000001
ENSG00000143614	GATAD2B	7	0	7	17.13	18.56	21	3.87	2.44
ENSG00000165632	TAF3	7	0	7	2.39	1.97	2.81	0.42	0.84
ENSG00000107816	LZTS2	7	0	7	13.02	11.08	15.26	2.24	4.18
ENSG00000166012	TAF1D	7	0	7	54.85	55.77	79.33	24.48	23.56
ENSG00000149273	RPS3	7	0	7	1495.46	1306.58	1908.15	412.69	601.57
ENSG00000054965	FAM168A	7	0	7	20.46	18.52	21.56	1.1	3.04
ENSG00000181852	RNF41	7	0	7	19.43	22.97	27.58	8.15	4.61
ENSG00000111490	TBC1D30	7	0	7	10.72	7.87	11.36	0.639999999999999	3.49
ENSG00000061273	HDAC7	7	0	7	20.15	23.99	24.65	4.5	0.66
ENSG00000172915	NBEA	7	0	7	0.79	0.68	0.8	0.01	0.12
ENSG00000256053	COA8	7	0	7	16.87	16.75	19.81	2.94	3.06
ENSG00000215256	DHRS4-AS1	7	0	7	14.91	11.47	17.29	2.38	5.82
ENSG00000129535	NRL	7	0	7	1.02	0.77	1.35	0.33	0.58
ENSG00000185551	NR2F2	7	0	7	23.02	28.51	31.65	8.63	3.14
ENSG00000166451	CENPN	7	0	7	62.26	62.35	69.35	7.09	6.99999999999999
ENSG00000180035	ZNF48	7	0	7	5.94	5.55	6.03	0.0899999999999999	0.48
ENSG00000103148	NPRL3	7	0	7	29.25	31.02	41.37	12.12	10.35
ENSG00000183723	CMTM4	7	0	7	18.83	19.38	22.88	4.05	3.5
ENSG00000140983	RHOT2	7	0	7	65.86	59.12	70.06	4.2	10.94
ENSG00000005513	SOX8	7	0	7	2.06	3.44	3.71	1.65	0.27
ENSG00000129667	RHBDF2	7	0	7	6.68	9.73	14.06	7.38	4.33
ENSG00000141503	MINK1	7	0	7	33.92	36.76	38.22	4.3	1.46
ENSG00000177731	FLII	7	0	7	129.35	125.47	154.67	25.32	29.2
ENSG00000083807	SLC27A5	7	0	7	25.1	27.41	36.61	11.51	9.2
ENSG00000258674	AC011448.1	7	0	7	0.82	0.68	3.85	3.03	3.17
ENSG00000142046	TMEM91	7	0	7	1.01	1.98	2.81	1.8	0.83
ENSG00000105642	KCNN1	7	0	7	0.87	0.89	1.03	0.16	0.14
ENSG00000105650	PDE4C	7	0	7	0.36	0.25	0.6	0.24	0.35
ENSG00000105063	PPP6R1	7	0	7	12.9	13.17	26.39	13.49	13.22
ENSG00000213999	MEF2B	7	0	7	1.85	3.32	4.8	2.95	1.48
ENSG00000213020	ZNF611	7	0	7	2.25	3.22	5.95	3.7	2.73
ENSG00000133247	KMT5C	7	0	7	15.28	16.92	19.39	4.11	2.47
ENSG00000168883	USP39	7	0	7	37.04	39.99	43.49	6.45	3.5
ENSG00000172554	SNTG2	7	0	7	0.46	0.29	0.47	0.00999999999999995	0.18
ENSG00000241962	AC079447.1	7	0	7	1.26	0.19	1.47	0.21	1.28
ENSG00000101210	EEF1A2	7	0	7	436.03	521.42	601.75	165.72	80.33
ENSG00000160226	CFAP410	7	0	7	3.04	3.28	3.68	0.64	0.4
ENSG00000099904	ZDHHC8	7	0	7	8.31	9.97	14.22	5.91	4.25
ENSG00000196588	MRTFA	7	0	7	9.36	11.73	12.15	2.79	0.42
ENSG00000235954	TTC28-AS1	7	0	7	7.43	5.51	7.64	0.21	2.13
ENSG00000128271	ADORA2A	7	0	7	4.03	4.34	5.55	1.52	1.21
ENSG00000082701	GSK3B	7	0	7	99.95	86.1	99.98	0.0300000000000011	13.88
ENSG00000274810	NPHP3-ACAD11	7	0	7	1.34	0.16	1.6	0.26	1.44
ENSG00000109606	DHX15	7	0	7	39.05	38.17	39.93	0.880000000000003	1.76
ENSG00000249348	UGDH-AS1	7	0	7	0.21	0.41	0.53	0.32	0.12
ENSG00000138641	HERC3	7	0	7	9.1	8.17	11.39	2.29	3.22
ENSG00000254122	PCDHGB7	7	0	7	0.1	0.1	0.15	0.05	0.05
ENSG00000184465	WDR27	7	0	7	9.73	8.09	11.3	1.57	3.21
ENSG00000055118	KCNH2	7	0	7	2.43	2.18	2.68	0.25	0.5
ENSG00000160963	COL26A1	7	0	7	2.79	4.93	7.08	4.29	2.15
ENSG00000106610	STAG3L4	7	0	7	10.18	10.47	11.23	1.05	0.76
ENSG00000120896	SORBS3	7	0	7	15.51	31.96	36.16	20.65	4.2
ENSG00000253948	VPS13B-DT	7	0	7	2.85	2.4	3.45	0.6	1.05
ENSG00000146950	SHROOM2	7	0	7	9.63	7.81	13.69	4.06	5.88
ENSG00000124942	AHNAK	15	9	6	16.74	11.94	17.94	1.2	6
ENSG00000167977	KCTD5	14	8	6	17.55	21.52	24.91	7.36	3.39
ENSG00000145703	IQGAP2	12	6	6	38.24	29.81	45.2	6.96	15.39
ENSG00000116871	MAP7D1	11	5	6	63.25	86.2	101.29	38.04	15.09
ENSG00000255240	AP001636.3	11	5	6	2.26	2.21	2.74	0.48	0.53
ENSG00000115266	APC2	11	5	6	1.28	2.03	2.32	1.04	0.29
ENSG00000272449	AL139246.5	10	4	6	11.11	11.55	12.14	1.03	0.59
ENSG00000179912	R3HDM2	10	4	6	21.1	22.85	27.57	6.47	4.72
ENSG00000129925	PGAP6	10	4	6	23.66	17.98	28.37	4.71	10.39
ENSG00000132326	PER2	10	4	6	3.01	3.19	3.29	0.28	0.1
ENSG00000100359	SGSM3	10	4	6	48.14	39.53	48.24	0.100000000000001	8.71
ENSG00000172765	TMCC1	10	4	6	15.06	15.13	15.83	0.77	0.699999999999999
ENSG00000198720	ANKRD13B	9	3	6	7.89	11.77	13.06	5.17	1.29
ENSG00000142453	CARM1	9	3	6	17.44	21.32	26.83	9.39	5.51
ENSG00000132329	RAMP1	9	3	6	92.94	90.79	105.39	12.45	14.6
ENSG00000136205	TNS3	9	3	6	0.1	0.16	0.17	0.07	0.01
ENSG00000187840	EIF4EBP1	9	3	6	208.15	299.11	314.03	105.88	14.92
ENSG00000197323	TRIM33	8	2	6	29.35	25.39	29.45	0.0999999999999979	4.06
ENSG00000258539	AC068896.3	8	2	6	0.11	0.14	0.29	0.18	0.15
ENSG00000171206	TRIM8	8	2	6	37.85	28.52	39.99	2.14	11.47
ENSG00000151025	GPR158	8	2	6	1.31	2.11	2.46	1.15	0.35
ENSG00000246174	KCTD21-AS1	8	2	6	2.2	1.78	3.89	1.69	2.11
ENSG00000170776	AKAP13	8	2	6	7.77	9.22	9.82	2.05	0.6
ENSG00000183971	NPW	8	2	6	3.79	4.32	4.37	0.58	0.0499999999999998
ENSG00000167615	LENG8	8	2	6	62.35	46.17	71.78	9.43	25.61
ENSG00000267059	AC005943.1	8	2	6	22.05	20.38	25.84	3.79	5.46
ENSG00000115756	HPCAL1	8	2	6	29.03	30.96	31.85	2.82	0.890000000000001
ENSG00000156564	LRFN2	8	2	6	0.62	0.5	0.71	0.09	0.21
ENSG00000149016	TUT1	7	1	6	31.2	33.43	35.09	3.89	1.66
ENSG00000173264	GPR137	7	1	6	53.05	80.38	88.84	35.79	8.46000000000001
ENSG00000173153	ESRRA	7	1	6	21.14	24.57	24.66	3.52	0.0899999999999999
ENSG00000110400	NECTIN1	7	1	6	15.16	19.64	29.88	14.72	10.24
ENSG00000269915	AP006621.4	7	1	6	1.18	0.95	2.41	1.23	1.46
ENSG00000182326	C1S	7	1	6	0.51	0.66	1.18	0.67	0.52
ENSG00000103479	RBL2	7	1	6	18.28	15.85	18.6	0.32	2.75
ENSG00000080603	SRCAP	7	1	6	13.67	12.77	19.78	6.11	7.01
ENSG00000149927	DOC2A	7	1	6	14.05	13.79	18.15	4.1	4.36
ENSG00000183048	SLC25A10	7	1	6	69.34	148.97	150.94	81.6	1.97
ENSG00000187595	ZNF385C	7	1	6	0.55	0.52	0.67	0.12	0.15
ENSG00000134030	CTIF	7	1	6	5.56	7.31	7.58	2.02	0.27
ENSG00000119574	ZBTB45	7	1	6	70.87	125.12	156.71	85.84	31.59
ENSG00000130299	GTPBP3	7	1	6	15.62	15.47	18.15	2.53	2.68
ENSG00000197122	SRC	7	1	6	11.81	11.67	14.39	2.58	2.72
ENSG00000163902	RPN1	7	1	6	165.77	147.94	179.12	13.35	31.18
ENSG00000206199	ANKUB1	7	1	6	0.95	0.62	1.03	0.0800000000000001	0.41
ENSG00000223387	LINC02068	7	1	6	0.06	0.03	0.08	0.02	0.05
ENSG00000168214	RBPJ	7	1	6	17.6	17.52	18.19	0.59	0.670000000000002
ENSG00000153113	CAST	7	1	6	75	74.02	77.67	2.67	3.65000000000001
ENSG00000146083	RNF44	7	1	6	34.76	34.5	52.88	18.12	18.38
ENSG00000204628	RACK1	7	1	6	1850.18	1938.61	2216.36	366.18	277.75
ENSG00000124813	RUNX2	7	1	6	1.26	1.48	1.58	0.32	0.1
ENSG00000237649	KIFC1	7	1	6	33.8	34.18	41.14	7.34	6.96
ENSG00000106665	CLIP2	7	1	6	0.48	0.89	2.18	1.7	1.29
ENSG00000179406	LINC00174	7	1	6	7.6	9.85	10.84	3.24	0.99
ENSG00000197024	ZNF398	7	1	6	5.01	5.14	5.58	0.57	0.44
ENSG00000147509	RGS20	7	1	6	0.17	0.12	0.31	0.14	0.19
ENSG00000197892	KIF13B	7	1	6	4.21	4.6	4.75	0.54	0.15
ENSG00000185122	HSF1	7	1	6	61.31	81.16	90.1	28.79	8.94
ENSG00000187954	CYHR1	7	1	6	27.64	28.1	30.05	2.41	1.95
ENSG00000126091	ST3GAL3	6	0	6	5.81	6.85	7.46	1.65	0.61
ENSG00000230021	AL669831.3	6	0	6	0.06	0.52	1.37	1.31	0.85
ENSG00000197312	DDI2	6	0	6	4.58	4.86	6.68	2.1	1.82
ENSG00000035403	VCL	6	0	6	24.91	22.92	37.3	12.39	14.38
ENSG00000168569	TMEM223	6	0	6	12.43	9.55	12.87	0.44	3.32
ENSG00000036672	USP2	6	0	6	3.12	3.61	4.18	1.06	0.57
ENSG00000285816	AP000944.5	6	0	6	1.8	2.41	2.74	0.94	0.33
ENSG00000166441	RPL27A	6	0	6	1413.26	1564.44	1687.04	273.78	122.6
ENSG00000196935	SRGAP1	6	0	6	2.27	2.21	3.18	0.91	0.97
ENSG00000125952	MAX	6	0	6	23.89	21.02	25.93	2.04	4.91
ENSG00000166949	SMAD3	6	0	6	5.04	4.4	8.19	3.15	3.79
ENSG00000157890	MEGF11	6	0	6	0.17	0.15	0.18	0.00999999999999998	0.03
ENSG00000186260	MRTFB	6	0	6	14.62	11.98	14.86	0.24	2.88
ENSG00000108641	B9D1	6	0	6	10.35	7.23	11.35	1	4.12
ENSG00000132478	UNK	6	0	6	15.7	15.15	18.63	2.93	3.48
ENSG00000121068	TBX2	6	0	6	0.06	0.07	0.33	0.27	0.26
ENSG00000262879	AC005670.3	6	0	6	15.81	10.08	16.47	0.659999999999998	6.39
ENSG00000129214	SHBG	6	0	6	2.52	2.42	4.13	1.61	1.71
ENSG00000091536	MYO15A	6	0	6	0.24	0.01	0.41	0.17	0.4
ENSG00000275023	MLLT6	6	0	6	29.68	33.44	40.08	10.4	6.64
ENSG00000267284	AC022031.2	6	0	6	1.59	1.7	2.05	0.46	0.35
ENSG00000105576	TNPO2	6	0	6	43.39	58.96	62.67	19.28	3.71
ENSG00000171425	ZNF581	6	0	6	12.25	17.1	20.99	8.74	3.89
ENSG00000089639	GMIP	6	0	6	11.06	13.74	13.97	2.91	0.23
ENSG00000167685	ZNF444	6	0	6	21.74	23.29	29.53	7.79	6.24
ENSG00000161847	RAVER1	6	0	6	19.12	17.13	24.94	5.82	7.81
ENSG00000197256	KANK2	6	0	6	23.14	22.2	25.04	1.9	2.84
ENSG00000130479	MAP1S	6	0	6	49.59	55.33	59.14	9.55	3.81
ENSG00000130175	PRKCSH	6	0	6	279.02	318.68	327.87	48.85	9.19
ENSG00000105287	PRKD2	6	0	6	22.24	22.76	24.49	2.25	1.73
ENSG00000077312	SNRPA	6	0	6	134.42	133.91	140.2	5.78	6.28999999999999
ENSG00000071051	NCK2	6	0	6	9.23	7.07	9.77	0.539999999999999	2.7
ENSG00000115904	SOS1	6	0	6	6.01	8.77	10.31	4.3	1.54
ENSG00000115507	OTX1	6	0	6	2.88	2.3	3.33	0.45	1.03
ENSG00000225953	SATB2-AS1	6	0	6	0.85	0.62	0.86	0.01	0.24
ENSG00000153093	ACOXL	6	0	6	0.73	0.81	0.85	0.12	0.0399999999999999
ENSG00000177410	ZFAS1	6	0	6	66.73	49.02	68.43	1.7	19.41
ENSG00000101236	RNF24	6	0	6	5.65	5.07	6.76	1.11	1.69
ENSG00000185019	UBOX5	6	0	6	2.13	2.32	3.33	1.2	1.01
ENSG00000101199	ARFGAP1	6	0	6	24.81	24.12	26.17	1.36	2.05
ENSG00000101440	ASIP	6	0	6	0.35	0.49	0.65	0.3	0.16
ENSG00000250917	AL035458.2	6	0	6	0.33	0.3	2.13	1.8	1.83
ENSG00000160310	PRMT2	6	0	6	11.77	11.21	12.64	0.870000000000001	1.43
ENSG00000198792	TMEM184B	6	0	6	18.25	26.49	29.4	11.15	2.91
ENSG00000100083	GGA1	6	0	6	49.74	50.28	60.12	10.38	9.84
ENSG00000242622	AC092910.3	6	0	6	2.17	1.78	2.26	0.0899999999999999	0.48
ENSG00000168273	SMIM4	6	0	6	24.13	21.43	28.47	4.34	7.04
ENSG00000072832	CRMP1	6	0	6	2.47	3.05	5.05	2.58	2
ENSG00000137460	FHDC1	6	0	6	3.29	5.94	6.69	3.4	0.75
ENSG00000185261	KIAA0825	6	0	6	0.02	0.06	0.15	0.13	0.09
ENSG00000154162	CDH12	6	0	6	0.22	0.35	0.85	0.63	0.5
ENSG00000118515	SGK1	6	0	6	1.57	3.21	4.78	3.21	1.57
ENSG00000124614	RPS10	6	0	6	1151.62	1154.08	1217.48	65.8600000000001	63.4000000000001
ENSG00000269293	ZSCAN16-AS1	6	0	6	0.83	0.87	1.54	0.71	0.67
ENSG00000124785	NRN1	6	0	6	7.73	8.32	9.93	2.2	1.61
ENSG00000198556	ZNF789	6	0	6	11.68	11.08	12.76	1.08	1.68
ENSG00000204839	MROH6	6	0	6	6.28	6.18	6.54	0.26	0.36
ENSG00000188566	NDOR1	6	0	6	6.47	12.18	12.6	6.13	0.42
ENSG00000124313	IQSEC2	6	0	6	18.09	26.57	28.49	10.4	1.92
ENSG00000285602	AC097625.2	6	0	6	0.03	0.07	0.08	0.05	0.01
ENSG00000169083	AR	6	0	6	23.05	22.85	34.47	11.42	11.62
ENSG00000146648	EGFR	12	7	5	33.4	38.73	50.38	16.98	11.65
ENSG00000239523	MYLK-AS1	9	4	5	2.68	3.29	3.75	1.07	0.46
ENSG00000111961	SASH1	9	4	5	8.66	9.75	10.95	2.29	1.2
ENSG00000120899	PTK2B	9	4	5	24.65	24.48	26.84	2.19	2.36
ENSG00000008130	NADK	8	3	5	51.54	57.69	60.59	9.05	2.90000000000001
ENSG00000140332	TLE3	8	3	5	60.79	76.39	98.11	37.32	21.72
ENSG00000140548	ZNF710	8	3	5	5.22	5.71	8.99	3.77	3.28
ENSG00000257950	P2RX5-TAX1BP3	8	3	5	0.14	0.16	0.2	0.06	0.04
ENSG00000100243	CYB5R3	8	3	5	132.69	119.07	146.76	14.07	27.69
ENSG00000196782	MAML3	8	3	5	4.67	3.44	5.54	0.87	2.1
ENSG00000162174	ASRGL1	7	2	5	6.99	6.25	8.11	1.12	1.86
ENSG00000090061	CCNK	7	2	5	14.38	36.91	41.28	26.9	4.37
ENSG00000126603	GLIS2	7	2	5	4.8	6.54	8.01	3.21	1.47
ENSG00000175155	YPEL2	7	2	5	8.12	7.91	9.23	1.11	1.32
ENSG00000141576	RNF157	7	2	5	19.58	31.66	39	19.42	7.34
ENSG00000105647	PIK3R2	7	2	5	20.51	30.53	50.78	30.27	20.25
ENSG00000166289	PLEKHF1	7	2	5	6.17	8.35	11.62	5.45	3.27
ENSG00000031823	RANBP3	7	2	5	39.36	38.02	39.41	0.0499999999999972	1.38999999999999
ENSG00000115361	ACADL	7	2	5	1.28	1.1	3.22	1.94	2.12
ENSG00000240849	TMEM189	7	2	5	16.08	34.97	35.89	19.81	0.920000000000002
ENSG00000158458	NRG2	7	2	5	0.05	0.05	0.16	0.11	0.11
ENSG00000096093	EFHC1	7	2	5	6.55	5.98	10.44	3.89	4.46
ENSG00000231721	LINC-PINT	7	2	5	1.86	0.5	2.08	0.22	1.58
ENSG00000171044	XKR6	7	2	5	1.47	2.2	2.79	1.32	0.59
ENSG00000169946	ZFPM2	7	2	5	1.81	1.43	1.86	0.05	0.43
ENSG00000116544	DLGAP3	6	1	5	0.29	0.35	0.6	0.31	0.25
ENSG00000173660	UQCRH	6	1	5	232.62	232.35	233.02	0.400000000000006	0.670000000000016
ENSG00000117154	IGSF21	6	1	5	1.68	1.86	3.23	1.55	1.37
ENSG00000148541	FAM13C	6	1	5	5.53	7.18	9.95	4.42	2.77
ENSG00000177685	CRACR2B	6	1	5	73.23	39.13	86.56	13.33	47.43
ENSG00000158104	HPD	6	1	5	0.48	0.32	0.49	0.01	0.17
ENSG00000165801	ARHGEF40	6	1	5	3.51	7.31	7.41	3.9	0.100000000000001
ENSG00000177971	IMP3	6	1	5	37.12	40.24	42.11	4.99	1.87
ENSG00000137821	LRRC49	6	1	5	3.38	3.26	4.19	0.81	0.930000000000001
ENSG00000259345	AC013652.1	6	1	5	0.85	0.95	1.49	0.64	0.54
ENSG00000076344	RGS11	6	1	5	1.6	2.39	2.48	0.88	0.0899999999999999
ENSG00000166816	LDHD	6	1	5	27.41	25.75	28.63	1.22	2.88
ENSG00000167964	RAB26	6	1	5	22.64	21.48	25.24	2.6	3.76
ENSG00000072736	NFATC3	6	1	5	5.1	5.87	7.72	2.62	1.85
ENSG00000103202	NME4	6	1	5	1.82	2.14	2.91	1.09	0.77
ENSG00000103528	SYT17	6	1	5	3.03	2.52	3.75	0.72	1.23
ENSG00000167861	HID1	6	1	5	64.92	83.7	115.7	50.78	32
ENSG00000169718	DUS1L	6	1	5	106.59	107.28	134.73	28.14	27.45
ENSG00000179094	PER1	6	1	5	20.52	17.52	30.98	10.46	13.46
ENSG00000177426	TGIF1	6	1	5	37.77	37.16	40.64	2.87	3.48
ENSG00000160877	NACC1	6	1	5	60.02	64.85	91.14	31.12	26.29
ENSG00000187556	NANOS3	6	1	5	5.46	6.28	8.54	3.08	2.26
ENSG00000185236	RAB11B	6	1	5	60.98	71.24	88.51	27.53	17.27
ENSG00000105245	NUMBL	6	1	5	21.52	21.19	27.02	5.5	5.83
ENSG00000181027	FKRP	6	1	5	3.45	3.18	3.93	0.48	0.75
ENSG00000138031	ADCY3	6	1	5	9.87	9.43	13.45	3.58	4.02
ENSG00000187605	TET3	6	1	5	3.96	4.03	4.08	0.12	0.0499999999999998
ENSG00000196700	ZNF512B	6	1	5	2.28	1.6	2.44	0.16	0.84
ENSG00000089006	SNX5	6	1	5	83.47	85.03	88.89	5.42	3.86
ENSG00000132819	RBM38	6	1	5	13.11	14.01	19.92	6.81	5.91
ENSG00000160298	C21orf58	6	1	5	5.6	7.85	8.93	3.33	1.08
ENSG00000164054	SHISA5	6	1	5	66.78	111.42	169.13	102.35	57.71
ENSG00000163625	WDFY3	6	1	5	10.34	9.5	11.29	0.949999999999999	1.79
ENSG00000152784	PRDM8	6	1	5	0.09	0.12	0.14	0.05	0.02
ENSG00000124507	PACSIN1	6	1	5	12.08	10.3	15.93	3.85	5.63
ENSG00000106976	DNM1	6	1	5	3.71	4.98	5.83	2.12	0.85
ENSG00000137073	UBAP2	6	1	5	19.4	26.5	32.27	12.87	5.77
ENSG00000106785	TRIM14	6	1	5	27.26	11.44	32.52	5.26	21.08
ENSG00000160783	PMF1	5	0	5	29.92	37.25	41.07	11.15	3.82
ENSG00000163125	RPRD2	5	0	5	22.03	23.31	23.78	1.75	0.470000000000002
ENSG00000133216	EPHB2	5	0	5	1.5	3.55	3.98	2.48	0.43
ENSG00000184163	C1QTNF12	5	0	5	0.47	0.33	1.1	0.63	0.77
ENSG00000158286	RNF207	5	0	5	7.61	6.72	10.72	3.11	4
ENSG00000187961	KLHL17	5	0	5	24.56	23.43	25.36	0.800000000000001	1.93
ENSG00000122432	SPATA1	5	0	5	2.5	2.18	2.57	0.0699999999999998	0.39
ENSG00000116809	ZBTB17	5	0	5	6.67	8.02	9.76	3.09	1.74
ENSG00000163362	INAVA	5	0	5	5.45	2.64	9.22	3.77	6.58
ENSG00000198198	SZT2	5	0	5	7.26	7.13	8.16	0.9	1.03
ENSG00000204624	DISP3	5	0	5	0.18	0.17	0.2	0.02	0.03
ENSG00000158747	NBL1	5	0	5	8.31	10.26	16.7	8.39	6.44
ENSG00000214279	SCART1	5	0	5	0.42	0.79	1.59	1.17	0.8
ENSG00000231970	AL355490.3	5	0	5	0.51	0.66	1.75	1.24	1.09
ENSG00000048740	CELF2	5	0	5	0.01	0.02	0.12	0.11	0.1
ENSG00000119969	HELLS	5	0	5	5.47	5.12	5.94	0.470000000000001	0.82
ENSG00000174165	ZDHHC24	5	0	5	14.88	13.1	15.89	1.01	2.79
ENSG00000168065	SLC22A11	5	0	5	1.14	0.99	1.46	0.32	0.47
ENSG00000162298	SYVN1	5	0	5	33.09	44.3	54.04	20.95	9.74
ENSG00000052850	ALX4	5	0	5	0.98	1.26	1.47	0.49	0.21
ENSG00000149294	NCAM1	5	0	5	0.06	0.05	0.17	0.11	0.12
ENSG00000149328	GLB1L2	5	0	5	9.88	12.68	19.81	9.93	7.13
ENSG00000123064	DDX54	5	0	5	41.13	40.92	45.1	3.97	4.18
ENSG00000166578	IQCD	5	0	5	1.84	1.62	2.13	0.29	0.51
ENSG00000062485	CS	5	0	5	92.59	181.6	202.91	110.32	21.31
ENSG00000061936	SFSWAP	5	0	5	20.86	12.67	26.72	5.86	14.05
ENSG00000176915	ANKLE2	5	0	5	25.72	23.33	26.64	0.920000000000002	3.31
ENSG00000261308	FIGNL2	5	0	5	0.1	0.16	0.19	0.09	0.03
ENSG00000197905	TEAD4	5	0	5	10.48	14.76	15.91	5.43	1.15
ENSG00000008394	MGST1	5	0	5	341.68	425.79	430.7	89.02	4.90999999999997
ENSG00000132970	WASF3	5	0	5	11.53	7.57	18.19	6.66	10.62
ENSG00000136153	LMO7	5	0	5	2.43	1.66	2.92	0.49	1.26
ENSG00000126803	HSPA2	5	0	5	1.1	0.88	1.98	0.88	1.1
ENSG00000247092	SNHG10	5	0	5	8.33	8.8	10.01	1.68	1.21
ENSG00000215271	HOMEZ	5	0	5	9.28	11.33	13.56	4.28	2.23
ENSG00000100767	PAPLN	5	0	5	0.13	0.22	0.34	0.21	0.12
ENSG00000100575	TIMM9	5	0	5	51.16	47.83	51.67	0.510000000000005	3.84
ENSG00000182218	HHIPL1	5	0	5	0.01	0.04	0.05	0.04	0.01
ENSG00000100461	RBM23	5	0	5	27.07	26.76	36.74	9.67	9.98
ENSG00000171766	GATM	5	0	5	0.19	0.75	1.15	0.96	0.4
ENSG00000128973	CLN6	5	0	5	13.48	20.51	29.86	16.38	9.35
ENSG00000103168	TAF1C	5	0	5	10.82	13.36	13.45	2.63	0.0899999999999999
ENSG00000198373	WWP2	5	0	5	11.71	12.01	16.76	5.05	4.75
ENSG00000166188	ZNF319	5	0	5	3.63	4.14	5.88	2.25	1.74
ENSG00000156860	FBRS	5	0	5	64.25	50.13	94.29	30.04	44.16
ENSG00000091262	ABCC6	5	0	5	5.31	6.77	9.67	4.36	2.9
ENSG00000099381	SETD1A	5	0	5	7.68	8.29	9.58	1.9	1.29
ENSG00000149930	TAOK2	5	0	5	22.67	20.15	24.75	2.08	4.6
ENSG00000169592	INO80E	5	0	5	69.09	54.36	79.56	10.47	25.2
ENSG00000260005	AC027601.2	5	0	5	0.27	0.12	0.35	0.08	0.23
ENSG00000132471	WBP2	5	0	5	59.6	161.06	162.71	103.11	1.65000000000001
ENSG00000188878	FBF1	5	0	5	7.32	8.22	9.33	2.01	1.11
ENSG00000174282	ZBTB4	5	0	5	11.27	5.78	12.71	1.44	6.93
ENSG00000258890	CEP95	5	0	5	14.43	14.52	15.43	1	0.91
ENSG00000010244	ZNF207	5	0	5	112.09	120.1	137.02	24.93	16.92
ENSG00000179981	TSHZ1	5	0	5	3.8	5.21	5.68	1.88	0.47
ENSG00000141644	MBD1	5	0	5	20.58	10.38	21.66	1.08	11.28
ENSG00000132199	ENOSF1	5	0	5	31.39	22.99	31.75	0.359999999999999	8.76
ENSG00000196628	TCF4	5	0	5	5.02	5.69	6.19	1.17	0.5
ENSG00000267040	AC027097.1	5	0	5	0.4	0.61	0.79	0.39	0.18
ENSG00000011132	APBA3	5	0	5	14.86	15.38	20.62	5.76	5.24
ENSG00000261221	ZNF865	5	0	5	10.84	8.31	10.85	0.00999999999999979	2.54
ENSG00000213015	ZNF580	5	0	5	38.61	30.62	46.36	7.75	15.74
ENSG00000197857	ZNF44	5	0	5	3.82	3.19	4	0.18	0.81
ENSG00000063244	U2AF2	5	0	5	108.46	146.37	157.87	49.41	11.5
ENSG00000267106	ZNF561-AS1	5	0	5	6.18	4.06	6.41	0.23	2.35
ENSG00000104774	MAN2B1	5	0	5	74.59	79.13	89.4	14.81	10.27
ENSG00000268400	AC008763.2	5	0	5	45.43	42.52	51.67	6.24	9.15
ENSG00000167483	NIBAN3	5	0	5	0.02	0.04	0.08	0.06	0.04
ENSG00000197019	SERTAD1	5	0	5	1.37	1.03	1.43	0.0599999999999998	0.4
ENSG00000130733	YIPF2	5	0	5	43.45	34.27	46.1	2.65	11.83
ENSG00000130309	COLGALT1	5	0	5	57.3	63.64	68.15	10.85	4.51000000000001
ENSG00000105323	HNRNPUL1	5	0	5	72.86	77.73	96.59	23.73	18.86
ENSG00000269145	AC007192.2	5	0	5	7.06	9.09	10.78	3.72	1.69
ENSG00000115257	PCSK4	5	0	5	6.3	4.8	6.31	0.00999999999999979	1.51
ENSG00000167595	PROSER3	5	0	5	15.53	11.91	19	3.47	7.09
ENSG00000077463	SIRT6	5	0	5	24.72	22.04	25.79	1.07	3.75
ENSG00000130511	SSBP4	5	0	5	70.13	50.35	73.82	3.69	23.47
ENSG00000167232	ZNF91	5	0	5	8.24	8.09	8.25	0.00999999999999979	0.16
ENSG00000181035	SLC25A42	5	0	5	7.07	4.22	7.18	0.109999999999999	2.96
ENSG00000064666	CNN2	5	0	5	20.36	32.94	33.82	13.46	0.880000000000003
ENSG00000129990	SYT5	5	0	5	0.39	0.15	1.85	1.46	1.7
